,year,month,region,county,branch_name,established_on,operational_cost,staff_bonuses,misc_expenses,waste_cost,expense
4931,2011.0,12.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3396.0,280.0,4362.0,2129.0,10167.0
4932,2012.0,1.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3227.0,219.0,7618.0,3386.0,14450.0
4933,2012.0,2.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2360.0,309.0,6394.0,5654.0,14717.0
4934,2012.0,3.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2947.0,342.0,6991.0,2960.0,13240.0
4935,2012.0,4.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3034.0,283.0,7402.0,2983.0,13702.0
4936,2012.0,5.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2742.0,305.0,5650.0,4747.0,13444.0
4937,2012.0,6.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2135.0,234.0,6752.0,3087.0,12208.0
4938,2012.0,7.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2499.0,262.0,3973.0,3767.0,10501.0
4939,2012.0,8.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3074.0,304.0,2949.0,3053.0,9380.0
4940,2012.0,9.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2549.0,279.0,6964.0,2549.0,12341.0
4941,2012.0,10.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3370.0,317.0,9326.0,4904.0,17917.0
4942,2012.0,11.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2109.0,238.0,8927.0,5705.0,16979.0
4943,2012.0,12.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3379.0,386.0,9029.0,5002.0,17796.0
4944,2013.0,1.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2321.0,361.0,7621.0,4545.0,14848.0
4945,2013.0,2.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2842.0,294.0,8618.0,2592.0,14346.0
4946,2013.0,3.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2073.0,267.0,4511.0,3137.0,9988.0
4947,2013.0,4.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3360.0,376.0,5546.0,2449.0,11731.0
4948,2013.0,5.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3119.0,372.0,2561.0,2502.0,8554.0
4949,2013.0,6.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3354.0,247.0,4094.0,2635.0,10330.0
4950,2013.0,7.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3217.0,362.0,5389.0,4237.0,13205.0
4951,2013.0,8.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3492.0,208.0,7195.0,3324.0,14219.0
4952,2013.0,9.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2170.0,376.0,7595.0,4381.0,14522.0
4953,2013.0,10.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3041.0,393.0,4144.0,2508.0,10086.0
4954,2013.0,11.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2574.0,385.0,4908.0,4930.0,12797.0
4955,2013.0,12.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3066.0,334.0,8445.0,4824.0,16669.0
4956,2014.0,1.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2413.0,314.0,6721.0,2360.0,11808.0
4957,2014.0,2.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3157.0,371.0,4726.0,2850.0,11104.0
4958,2014.0,3.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2678.0,203.0,6387.0,4247.0,13515.0
4959,2014.0,4.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3249.0,346.0,9009.0,5874.0,18478.0
4960,2014.0,5.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2563.0,363.0,4697.0,6430.0,14053.0
4961,2014.0,6.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2239.0,390.0,9333.0,5760.0,17722.0
4962,2014.0,7.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2086.0,395.0,3252.0,5762.0,11495.0
4963,2014.0,8.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2356.0,289.0,6182.0,5608.0,14435.0
4964,2014.0,9.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3408.0,237.0,5596.0,3786.0,13027.0
4965,2014.0,10.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2604.0,246.0,7574.0,5400.0,15824.0
4966,2014.0,11.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2518.0,266.0,3426.0,2019.0,8229.0
4967,2014.0,12.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2144.0,245.0,4793.0,2413.0,9595.0
4968,2015.0,1.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2322.0,301.0,7175.0,5646.0,15444.0
4969,2015.0,2.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2247.0,219.0,5582.0,3449.0,11497.0
4970,2015.0,3.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3129.0,264.0,2933.0,2626.0,8952.0
4971,2015.0,4.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2632.0,309.0,2276.0,5475.0,10692.0
4972,2015.0,5.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3155.0,376.0,4058.0,6250.0,13839.0
4973,2015.0,6.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3448.0,309.0,4875.0,6091.0,14723.0
4974,2015.0,7.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3425.0,323.0,7869.0,2676.0,14293.0
4975,2015.0,8.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2968.0,337.0,9158.0,4027.0,16490.0
4976,2015.0,9.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2145.0,348.0,2948.0,6487.0,11928.0
4977,2015.0,10.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2224.0,363.0,3584.0,3712.0,9883.0
4978,2015.0,11.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3039.0,296.0,2511.0,5455.0,11301.0
4979,2015.0,12.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2004.0,360.0,2746.0,4182.0,9292.0
4980,2016.0,1.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2884.0,203.0,4273.0,3018.0,10378.0
4981,2016.0,2.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3171.0,341.0,6002.0,6465.0,15979.0
4982,2016.0,3.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2557.0,311.0,5898.0,4040.0,12806.0
4983,2016.0,4.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2923.0,375.0,7089.0,5990.0,16377.0
4984,2016.0,5.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2750.0,264.0,7573.0,3293.0,13880.0
4985,2016.0,6.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3096.0,352.0,6383.0,3993.0,13824.0
4986,2016.0,7.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3149.0,286.0,4366.0,3331.0,11132.0
4987,2016.0,8.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2624.0,281.0,9260.0,3233.0,15398.0
4988,2016.0,9.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3365.0,250.0,2355.0,5394.0,11364.0
4989,2016.0,10.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3324.0,367.0,7649.0,3468.0,14808.0
4990,2016.0,11.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2032.0,389.0,3601.0,4491.0,10513.0
4991,2016.0,12.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3151.0,272.0,2442.0,6320.0,12185.0
4992,2017.0,1.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2567.0,256.0,7414.0,5697.0,15934.0
4993,2017.0,2.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2494.0,270.0,8948.0,5439.0,17151.0
4994,2017.0,3.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2108.0,233.0,3958.0,6149.0,12448.0
4995,2017.0,4.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2529.0,285.0,2418.0,4993.0,10225.0
4996,2017.0,5.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3469.0,335.0,4691.0,3528.0,12023.0
4997,2017.0,6.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2796.0,367.0,7406.0,5140.0,15709.0
4998,2017.0,7.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3354.0,213.0,3360.0,4850.0,11777.0
4999,2017.0,8.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3269.0,283.0,7551.0,5549.0,16652.0
5000,2017.0,9.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2522.0,217.0,5402.0,4931.0,13072.0
5001,2017.0,10.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3442.0,387.0,5084.0,4688.0,13601.0
5002,2017.0,11.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3237.0,371.0,4202.0,4852.0,12662.0
5003,2017.0,12.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3189.0,326.0,4906.0,5069.0,13490.0
5004,2018.0,1.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2124.0,308.0,5496.0,6157.0,14085.0
5005,2018.0,2.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2404.0,252.0,6631.0,2083.0,11370.0
5006,2018.0,3.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3358.0,328.0,2541.0,2443.0,8670.0
5007,2018.0,4.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3331.0,321.0,5975.0,2884.0,12511.0
5008,2018.0,5.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2323.0,233.0,5447.0,3331.0,11334.0
5009,2018.0,6.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2422.0,370.0,8491.0,4726.0,16009.0
5010,2018.0,7.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2725.0,201.0,2713.0,3046.0,8685.0
5011,2018.0,8.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2567.0,269.0,3533.0,5922.0,12291.0
5012,2018.0,9.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2791.0,221.0,3924.0,4281.0,11217.0
5013,2018.0,10.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3284.0,391.0,6225.0,5859.0,15759.0
5014,2018.0,11.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3384.0,396.0,7802.0,4569.0,16151.0
5015,2018.0,12.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3056.0,258.0,6423.0,3344.0,13081.0
5016,2019.0,1.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3072.0,240.0,7850.0,4101.0,15263.0
5017,2019.0,2.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3051.0,398.0,6562.0,5498.0,15509.0
5018,2019.0,3.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2758.0,229.0,4656.0,5413.0,13056.0
5019,2019.0,4.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2364.0,246.0,7996.0,4531.0,15137.0
5020,2019.0,5.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3189.0,304.0,5604.0,2636.0,11733.0
5021,2019.0,6.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3317.0,202.0,7508.0,5062.0,16089.0
5022,2019.0,7.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2626.0,345.0,8993.0,5110.0,17074.0
5023,2019.0,8.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3405.0,213.0,6843.0,2140.0,12601.0
5024,2019.0,9.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2526.0,241.0,4619.0,2233.0,9619.0
5025,2019.0,10.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3366.0,322.0,7333.0,4903.0,15924.0
5026,2019.0,11.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2608.0,310.0,2611.0,4071.0,9600.0
5027,2019.0,12.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2030.0,276.0,4616.0,3804.0,10726.0
5028,2020.0,1.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2980.0,358.0,3696.0,2303.0,9337.0
5029,2020.0,2.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2117.0,290.0,2302.0,2063.0,6772.0
5030,2020.0,3.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2728.0,334.0,9145.0,4416.0,16623.0
5031,2020.0,4.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2476.0,375.0,4260.0,6287.0,13398.0
5032,2020.0,5.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2080.0,220.0,6420.0,4759.0,13479.0
5033,2020.0,6.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2052.0,243.0,7766.0,2397.0,12458.0
5034,2020.0,7.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2142.0,270.0,7901.0,5127.0,15440.0
5035,2020.0,8.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3333.0,286.0,4330.0,5281.0,13230.0
5036,2020.0,9.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2711.0,356.0,6719.0,5756.0,15542.0
5037,2020.0,10.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3460.0,299.0,9341.0,3088.0,16188.0
5038,2020.0,11.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,2462.0,207.0,6645.0,3742.0,13056.0
5039,2020.0,12.0,South East England,Bracknell Forest,Bracknell Forest store,2011.0,3442.0,279.0,7835.0,5312.0,16868.0
5040,2012.0,1.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3166.0,282.0,5720.0,5407.0,14575.0
5041,2012.0,2.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3467.0,253.0,3806.0,2143.0,9669.0
5042,2012.0,3.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2249.0,249.0,3509.0,3703.0,9710.0
5043,2012.0,4.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2501.0,351.0,3746.0,5317.0,11915.0
5044,2012.0,5.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2831.0,397.0,8076.0,5151.0,16455.0
5045,2012.0,6.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2882.0,342.0,2907.0,6413.0,12544.0
5046,2012.0,7.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2025.0,228.0,7002.0,4010.0,13265.0
5047,2012.0,8.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2657.0,233.0,5851.0,3551.0,12292.0
5048,2012.0,9.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2256.0,285.0,5980.0,3379.0,11900.0
5049,2012.0,10.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2831.0,227.0,8862.0,2832.0,14752.0
5050,2012.0,11.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2214.0,288.0,5106.0,4870.0,12478.0
5051,2012.0,12.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2051.0,377.0,8905.0,4007.0,15340.0
5052,2013.0,1.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2268.0,201.0,7002.0,3573.0,13044.0
5053,2013.0,2.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3260.0,233.0,9367.0,4407.0,17267.0
5054,2013.0,3.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3233.0,372.0,4440.0,2130.0,10175.0
5055,2013.0,4.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2323.0,307.0,6849.0,6126.0,15605.0
5056,2013.0,5.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3216.0,330.0,2803.0,3531.0,9880.0
5057,2013.0,6.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2178.0,342.0,2421.0,3963.0,8904.0
5058,2013.0,7.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2972.0,201.0,8563.0,5054.0,16790.0
5059,2013.0,8.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2874.0,263.0,5319.0,5002.0,13458.0
5060,2013.0,9.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2149.0,249.0,8594.0,3862.0,14854.0
5061,2013.0,10.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2459.0,265.0,9140.0,4803.0,16667.0
5062,2013.0,11.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3380.0,264.0,2398.0,2148.0,8190.0
5063,2013.0,12.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2683.0,200.0,2799.0,3184.0,8866.0
5064,2014.0,1.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2993.0,228.0,3397.0,4868.0,11486.0
5065,2014.0,2.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2132.0,400.0,7395.0,3548.0,13475.0
5066,2014.0,3.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2816.0,215.0,3434.0,4684.0,11149.0
5067,2014.0,4.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2378.0,257.0,7867.0,3237.0,13739.0
5068,2014.0,5.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3459.0,356.0,4348.0,3626.0,11789.0
5069,2014.0,6.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2635.0,235.0,7677.0,4479.0,15026.0
5070,2014.0,7.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2479.0,240.0,2708.0,5502.0,10929.0
5071,2014.0,8.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2360.0,250.0,2671.0,5369.0,10650.0
5072,2014.0,9.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2031.0,345.0,2794.0,3097.0,8267.0
5073,2014.0,10.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2499.0,211.0,2718.0,2343.0,7771.0
5074,2014.0,11.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3208.0,315.0,5844.0,4017.0,13384.0
5075,2014.0,12.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3008.0,356.0,3714.0,3423.0,10501.0
5076,2015.0,1.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2678.0,253.0,4000.0,4146.0,11077.0
5077,2015.0,2.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3413.0,355.0,2742.0,5292.0,11802.0
5078,2015.0,3.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2275.0,356.0,9353.0,2105.0,14089.0
5079,2015.0,4.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2559.0,371.0,9414.0,5465.0,17809.0
5080,2015.0,5.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3122.0,252.0,7884.0,5237.0,16495.0
5081,2015.0,6.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2190.0,332.0,8843.0,5649.0,17014.0
5082,2015.0,7.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2834.0,283.0,4933.0,2296.0,10346.0
5083,2015.0,8.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3122.0,200.0,6584.0,2665.0,12571.0
5084,2015.0,9.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2912.0,343.0,8474.0,3302.0,15031.0
5085,2015.0,10.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2746.0,300.0,4650.0,3964.0,11660.0
5086,2015.0,11.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2089.0,267.0,5203.0,3789.0,11348.0
5087,2015.0,12.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3163.0,308.0,4226.0,6483.0,14180.0
5088,2016.0,1.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2811.0,234.0,8830.0,5393.0,17268.0
5089,2016.0,2.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3393.0,215.0,2116.0,2924.0,8648.0
5090,2016.0,3.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2630.0,201.0,2153.0,3518.0,8502.0
5091,2016.0,4.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2736.0,295.0,4732.0,3294.0,11057.0
5092,2016.0,5.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3465.0,328.0,6149.0,2800.0,12742.0
5093,2016.0,6.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2408.0,235.0,5422.0,4886.0,12951.0
5094,2016.0,7.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2967.0,328.0,3435.0,3847.0,10577.0
5095,2016.0,8.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2549.0,363.0,6847.0,4273.0,14032.0
5096,2016.0,9.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2521.0,215.0,5868.0,6407.0,15011.0
5097,2016.0,10.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3338.0,320.0,9245.0,5315.0,18218.0
5098,2016.0,11.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3424.0,205.0,7596.0,5416.0,16641.0
5099,2016.0,12.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3476.0,276.0,4404.0,4327.0,12483.0
5100,2017.0,1.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2284.0,247.0,7019.0,2872.0,12422.0
5101,2017.0,2.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3456.0,218.0,8990.0,4012.0,16676.0
5102,2017.0,3.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3231.0,375.0,2175.0,3882.0,9663.0
5103,2017.0,4.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3234.0,206.0,7386.0,5632.0,16458.0
5104,2017.0,5.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2180.0,393.0,9123.0,3675.0,15371.0
5105,2017.0,6.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3463.0,319.0,3829.0,3480.0,11091.0
5106,2017.0,7.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3285.0,217.0,2345.0,4200.0,10047.0
5107,2017.0,8.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2226.0,272.0,8348.0,3589.0,14435.0
5108,2017.0,9.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3036.0,334.0,6718.0,3379.0,13467.0
5109,2017.0,10.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3365.0,217.0,2263.0,3074.0,8919.0
5110,2017.0,11.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3321.0,248.0,6330.0,2367.0,12266.0
5111,2017.0,12.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2321.0,233.0,4232.0,3834.0,10620.0
5112,2018.0,1.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2272.0,279.0,9475.0,6120.0,18146.0
5113,2018.0,2.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3452.0,308.0,2246.0,5259.0,11265.0
5114,2018.0,3.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3117.0,215.0,5255.0,2860.0,11447.0
5115,2018.0,4.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2719.0,233.0,4192.0,5036.0,12180.0
5116,2018.0,5.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3498.0,361.0,3035.0,3710.0,10604.0
5117,2018.0,6.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3169.0,311.0,3633.0,6163.0,13276.0
5118,2018.0,7.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3273.0,368.0,4127.0,3843.0,11611.0
5119,2018.0,8.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2451.0,207.0,6706.0,4569.0,13933.0
5120,2018.0,9.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2410.0,391.0,5260.0,5964.0,14025.0
5121,2018.0,10.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2958.0,220.0,3599.0,2626.0,9403.0
5122,2018.0,11.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2919.0,273.0,6016.0,3502.0,12710.0
5123,2018.0,12.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2371.0,235.0,2994.0,3803.0,9403.0
5124,2019.0,1.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2538.0,318.0,6565.0,4065.0,13486.0
5125,2019.0,2.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2085.0,306.0,2506.0,2974.0,7871.0
5126,2019.0,3.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2749.0,291.0,7229.0,3930.0,14199.0
5127,2019.0,4.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2529.0,377.0,7374.0,3841.0,14121.0
5128,2019.0,5.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2269.0,218.0,2940.0,6508.0,11935.0
5129,2019.0,6.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2970.0,206.0,7416.0,5020.0,15612.0
5130,2019.0,7.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3118.0,203.0,8225.0,6461.0,18007.0
5131,2019.0,8.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3162.0,211.0,8063.0,5968.0,17404.0
5132,2019.0,9.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2792.0,398.0,6614.0,4031.0,13835.0
5133,2019.0,10.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2200.0,331.0,4935.0,2579.0,10045.0
5134,2019.0,11.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2419.0,337.0,7422.0,3379.0,13557.0
5135,2019.0,12.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2337.0,287.0,6179.0,6173.0,14976.0
5136,2020.0,1.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2807.0,348.0,4979.0,5929.0,14063.0
5137,2020.0,2.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3093.0,385.0,9387.0,2003.0,14868.0
5138,2020.0,3.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2193.0,399.0,4991.0,3842.0,11425.0
5139,2020.0,4.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2054.0,322.0,4796.0,2235.0,9407.0
5140,2020.0,5.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,2337.0,261.0,9333.0,2528.0,14459.0
5141,2020.0,6.0,Scotland,East Dunbartonshire,East Dunbartonshire branch,2012.0,3333.0,339.0,6439.0,3857.0,13968.0
